455639.25981288,25.7
455639.2777465764,25.7
455639.2957132128,25.7
455639.3137132742,25.7
455639.3316720312,25.7
455639.34963928245,25.7
455639.3676631962,25.8
455639.3856128709,25.7
455639.40356832003,25.7
455639.4215632586,25.7
455639.4402196813,25.7
455639.4581573503,25.7
455639.476100401,25.8
455639.4940699076,25.9
455639.5120466245,26.0
455639.5300176205,25.9
455639.54797728226,25.9
455639.56590862107,25.9
455639.583864366,25.9
455639.6018139027,25.8
455639.61976840167,25.8
455639.63776260713,25.7
455639.65573745104,25.8
455639.674392503,25.9
455639.6923440035,25.9
455639.7102986533,26.0
455639.7282577949,26.0
455639.7462771687,25.9
455639.76423467736,25.9
455639.7821684344,25.8
455639.8001268428,25.8
455639.8187779147,25.7
455639.8368001639,25.7
455639.85548865394,25.7
455639.87343505316,25.7
455639.89138618694,25.7
455639.90935310273,25.8
455639.92731493857,25.8
455639.9452675245,25.8
455639.9632767527,25.7
455639.98122296063,25.7
455639.9991568874,25.7
455640.01709923346,25.7
455640.03503237263,25.8
455640.0536639603,26.0
455640.0716504095,25.9
455640.0895917423,26.0
455640.10753655486,26.0
455640.1254822964,25.9
455640.14342401584,25.9
455640.1613517475,25.9
455640.17939059273,25.8
455640.1973412324,25.8
455640.2160005771,25.8
455640.23394062713,25.7
455640.2518772637,25.7
455640.2698239585,25.7
455640.2877904133,25.6
455640.30574191594,25.6
455640.3237457163,25.6
455640.3416883934,25.6
455640.3596474993,25.5
455640.37759344577,25.5
455640.3955880314,25.5
455640.4142150495,25.4
455640.4321513036,25.4
455640.45010214427,25.4
455640.46803692396,25.4
455640.4860075232,25.4
455640.50399069884,25.4
455640.5219213371,25.4
455640.53988549387,25.3
455640.55783553765,25.3
455640.57649319264,25.3
455640.5944390821,25.2
455640.6124629747,25.2
455640.63181822334,25.2
455640.6497546544,25.2
455640.667706503,25.2
455640.68634771195,25.1
455640.70782207,25.0
455640.7257964596,25.1
455640.74373556185,25.1
455640.7616861463,25.0
455640.77965462406,25.1
455640.7976814212,25.0
455640.8156136431,25.0
455640.833600042,25.0
455640.8515437758,25.0
455640.86947149894,25.0
455640.8874061117,25.0
455640.90534572955,25.0
455640.9232886323,25.0
455640.9440693285,24.9
455640.9620462772,24.9
455640.97997233976,24.9
455640.9979214278,24.9
455641.0158657616,24.9
455641.0337905756,24.9
455641.0517685129,24.9
455641.06970767514,24.9
455641.0876417122,24.9
455641.1056115577,24.8
455641.1235540671,24.8
455641.14151408634,24.8
455641.15951161884,24.8
455641.17746305064,24.7
455641.1954550166,24.7
455641.2134034029,24.7
455641.23135191697,24.7
455641.2493086108,24.7
455641.26728242595,24.7
455641.2852630167,24.7
455641.303201659,24.7
455641.3211435364,24.7
455641.33906060416,24.7
455641.3569936038,24.7
455641.374966858,24.7
455641.3929124694,24.7
455641.4108657654,24.7
455641.4288261061,24.7
455641.4467871751,24.7
455641.464734036,24.7
455641.482740723,24.6
455641.50069405104,24.6
455641.5186411459,24.6
455641.5365906906,24.6
455641.55452004325,24.6
455641.5731667939,24.6
455641.5911435173,24.5
455641.60907958675,24.5
455641.6270325579,24.5
455641.6449741,24.5
455641.6629620391,24.5
455641.68090910424,24.5
455641.69889604463,24.5
455641.71684760146,24.4
455641.73479524493,24.4
455641.75279352564,24.5
455641.7707346001,24.4
455641.7886664073,24.4
455641.8066463177,24.4
455641.82529419276,24.4
455641.8439479185,24.4
455641.8619072487,24.4
455641.8798494054,24.4
455641.89779309114,24.4
455641.91578757315,24.4
455641.9337244245,24.4
455641.9516547942,24.3
455641.9695915349,24.4
455641.98752442235,24.4
455642.0068644486,24.3
455642.0248634908,24.2
455642.0428106227,24.3
455642.06076955365,24.2
455642.07874113973,24.2
455642.09669236763,24.2
455642.11462605814,24.2
455642.1326187199,24.2
455642.1512611604,24.1
455642.16920766025,24.1
455642.18784891965,24.1
455642.20579970954,24.0
455642.22374667693,24.0
455642.24179668224,24.0
455642.25974033994,24.0
455642.2776969883,24.0
455642.295657767,24.0
455642.3135907015,24.0
455642.3315302673,24.0
455642.3494826931,23.9
455642.3674131353,23.9
455642.3853487045,23.9
455642.4032893781,23.9
455642.4212325912,23.9
455642.4391554871,23.9
455642.4571745546,23.9
455642.4751294555,23.9
455642.49307967816,23.9
455642.51102684083,23.8
455642.52900414943,23.8
455642.5469300861,23.8
455642.5649379665,23.8
455642.5828827177,23.8
455642.6008467136,23.8
455642.61881547153,23.8
455642.6367629058,23.8
455642.6546824273,23.7
455642.6726846394,23.7
455642.6906148365,23.7
455642.7086301148,23.7
455642.72657961404,23.7
455642.7445304608,23.7
455642.76249375317,23.7
455642.7805060855,23.6
455642.7984577163,23.6
455642.81639632216,23.6
455642.8343535682,23.6
455642.85230752145,23.6
455642.87030459713,23.6
455642.888279514,23.6
455642.906220995,23.6
455642.92415815673,23.6
455642.94209942705,23.5
455642.96002402966,23.5
455642.9779708413,23.5
455642.9959936867,23.5
455643.01465747895,23.4
455643.03260177694,23.4
455643.0505395033,23.4
455643.06849652436,23.4
455643.08642706904,23.4
455643.10441001784,23.4
455643.1223646224,23.4
455643.1403101454,23.4
455643.1582509227,23.4
455643.17620395956,23.4
455643.19419937144,23.4
455643.212213346,23.4
455643.2301836717,23.4
455643.2481409433,23.3
455643.26607073273,23.3
455643.2840220506,23.3
455643.3019571785,23.3
455643.3199629284,23.3
455643.33791583334,23.3
455643.3558628495,23.3
455643.37381481245,23.3
455643.3917684639,23.3
455643.4097183312,23.2
455643.42773339665,23.2
455643.44570253877,23.2
455643.463643687,23.2
455643.48157826817,23.2
455643.49953241274,23.2
455643.51747984625,23.2
455643.5354805702,23.2
455643.5534155988,23.2
455643.5713517719,23.1
455643.5892887048,23.1
455643.6072171568,23.1
455643.6251662047,23.1
455643.64314616256,23.1
455643.6610907156,23.1
455643.6791462855,23.1
455643.6970917727,23.1
455643.7150324281,23.1
455643.7329666082,23.1
455643.7509627441,23.1
455643.7689019121,23.1
455643.7875643038,23.1
455643.8055129302,23.0
455643.82346700196,23.0
455643.84141060885,23.0
455643.85940733744,23.0
455643.87876730034,23.0
455643.89672357164,23.0
455643.9146654864,23.0
455643.93263207405,23.0
455643.95057887014,23.0
455643.96857749706,22.9
455643.9865283324,22.9
455644.00517546985,22.9
455644.0231357187,22.9
455644.04108024464,22.9
455644.05903565785,22.9
455644.07702916866,22.9
455644.09566555585,22.9
455644.11361651897,22.9
455644.13156849623,22.9
455644.1495827497,22.9
